BRIDGE NO.,LATITUDE,LONGITUDE,HAZUS_CLASS,K3d,Kskew,Ishape,Slight,Moderate,Extensive,Complete
4908,-31.76187,116.22406,HWB24,1.1,0.8408964152537145,0.0,0.07658390443329875,0.03992716133601093,0.02402363754978017,0.004073533999518205
4920,-32.016033,116.669235,HWB3,1.0,1.0,1.0,0.009386637711860126,0.003255771617668288,0.0018817778443506212,0.0003006521900456559
4927,-31.99381,117.002345,HWB24,1.0666666666666669,0.9306048591020996,0.0,0.04719520808332967,0.013690245596275456,0.006261540164353196,0.0006972927015041191
4972A,-31.782974,116.226983,HWB3,1.0,1.0,1.0,7.779609796330618e-05,1.9060052998784275e-06,5.269182243213914e-07,2.4799086220043728e-08
4978,-31.303546,116.759007,HWB24,1.2,1.0,0.0,0.018473294906794946,0.0013585307224267791,0.00040765801786484966,2.3684249933310836e-05
4984,-32.17378,118.04798,HWB3,1.0,1.0,1.0,7.639568716739255e-08,9.130701618090088e-09,1.7694990861829929e-09,4.564108585859935e-11
4985,-31.984,117.75116,HWB3,1.0,1.0,1.0,3.342938234468397e-07,4.4164613823820914e-08,9.428449321566269e-09,2.8682133476345437e-10
4987,-31.84732,117.73075,HWB3,1.0,1.0,1.0,2.5019229772536024e-09,1.760283076744351e-10,2.7355720974110195e-11,4.824649977304644e-13
4988,-32.0544,118.21948,HWB24,1.2,1.0,0.0,2.9268546534346932e-05,4.744626719955391e-07,5.777584243540129e-08,7.983747596394037e-10
4989,-32.08011329,118.0589926,HWB24,1.2,1.0,0.0,0.0005032153346926061,1.4543157515589682e-05,2.465202624025156e-06,5.814766434093604e-08
4994,-32.10046,117.89736,HWB3,1.0,1.0,1.0,1.5580592045318665e-07,1.9532039812824967e-08,3.963295342072045e-09,1.1057577915624181e-10
4995,-32.17372,118.02451,HWB24,1.1,1.0,0.0,0.0005187417636913153,2.880880406777035e-05,5.258107521194644e-06,1.3959145548651103e-07
4996,-31.889351,118.300722,HWB24,1.2,1.0,0.0,0.0001968851071231137,4.652770699233239e-06,7.017728877303065e-07,1.372037275687512e-08
5008,-31.84067,118.03567,HWB3,1.0,1.0,1.0,9.042336603726808e-08,1.0928839688829235e-08,2.1408685277116852e-09,5.624453430380913e-11
5009,-31.84577,117.992073,HWB3,1.0,1.0,1.0,4.26008728310545e-10,3.703893227404995e-11,5.312269362157229e-12,8.150038405401221e-14
5012,-31.844424,117.934258,HWB3,1.0,1.0,1.0,5.898505432677221e-10,5.2250582084403946e-11,7.625666951410587e-12,1.2059395064362084e-13
5013,-31.790184,118.112282,HWB24,1.2,1.0,0.0,0.0004407897443634864,1.2373060103435346e-05,2.061938622110845e-06,4.732601726732191e-08
5014,-31.860482,118.104648,HWB3,1.0,1.0,1.0,6.895530198225677e-08,8.185840190268543e-09,1.5761092237927487e-09,4.020334798770947e-11
5016,-31.871892,117.91381,HWB3,1.0,1.0,1.0,1.6127828987159639e-07,2.026546019942796e-08,4.121423309137096e-09,1.1543183349395145e-10
5017,-31.863864,117.924808,HWB3,1.0,1.0,1.0,1.5394846189001055e-07,1.9283505276510958e-08,3.909795171529368e-09,1.0893720356488648e-10
5018,-31.844702,117.930293,HWB3,1.0,1.0,1.0,5.898505432677221e-10,5.2250582084403946e-11,7.625666951410587e-12,1.2059395064362084e-13
5019,-31.97282,118.13195,HWB24,1.1,1.0,0.0,8.072853727233622e-06,2.2529254786611435e-07,2.5705577800014647e-08,3.1939421906859846e-10
5030,-31.897558,116.769981,HWB3,1.0,1.0,1.0,0.005755866766140547,0.0018628681075381485,0.0009978915932510777,0.0001406099480688868
5065,-31.80537,116.36276,HWB3,1.0,1.0,1.0,0.01012453979311884,0.0010806511193475698,0.0005403817880467144,6.796828176729865e-05
5066A,-31.728323,116.748764,HWB3,1.0,1.0,1.0,0.015740239978942833,0.00591474106046177,0.003736617313546785,0.0006918237551664741
5074,-32.04128,117.84031,HWB3,1.0,1.0,1.0,1.0534094749243444e-09,8.53262551318908e-11,1.276950548555551e-11,2.1094977212485958e-13
5075,-31.97282,118.143608,HWB24,1.2,1.0,0.0,0.00040273800893026097,1.1084169234554799e-05,1.8260312397447977e-06,4.114538016895611e-08
5076,-31.942802,118.169739,HWB3,1.0,1.0,1.0,4.742614856457336e-08,5.493620969716035e-09,1.0331558030759018e-09,2.531331732379914e-11
5078,-31.756863,118.124718,HWB24,1.1,1.0,0.0,0.00041270586071199286,2.1969577908765025e-05,3.892503229587246e-06,9.855046028981691e-08
5079,-32.001247,117.950752,HWB24,1.2,1.0,0.0,0.0007075471792492936,2.2068076551819428e-05,3.911855578674652e-06,9.911739392090005e-08
5080,-32.00418,117.71274,HWB3,1.0,1.0,1.0,2.832044940546264e-09,1.9561246453389996e-10,3.05685973444859e-11,5.443464235964726e-13
5081,-32.00418,117.70735,HWB24,1.2,1.0,0.0,4.271807932987707e-05,7.440685402020712e-07,9.433734619539743e-08,1.392170927703921e-09
5082,-32.02684,117.954966,HWB24,1.2,1.0,0.0,0.0007011682150790774,2.18243474520351e-05,3.863987509360759e-06,9.771591943354948e-08
5083,-32.08962,117.95538,HWB3,1.0,1.0,1.0,1.2078349996974734e-07,1.4883606728413414e-08,2.9704223081872497e-09,8.056312161912209e-11
5084,-31.895441,118.020737,HWB24,1.2,1.0,0.0,0.0005849066377683178,1.7478656978864822e-05,3.0213739098327085e-06,7.353617522894554e-08
5085,-31.903073,117.89551,HWB24,1.0666666666666669,1.0,0.0,1.9714031048910043e-05,8.212593832933228e-07,1.0506155499440687e-07,1.5732058675908547e-09
5086,-31.81831,117.992114,HWB3,1.0,1.0,1.0,1.1211565106168025e-07,1.3746632274835727e-08,2.7303297549039952e-09,7.344496829392929e-11
5089,-31.806571,118.035598,HWB3,1.0,1.0,1.0,3.8560048851112286e-09,3.8159886806787084e-10,6.179392795928571e-11,1.170317735923205e-12
5091A,-31.716107,118.113689,HWB3,1.0,1.0,1.0,6.382599000448075e-08,7.538450414960067e-09,1.4443851789762799e-09,3.653652887768943e-11
5093,-32.164639,118.102734,HWB3,1.0,1.0,1.0,2.457558490654929e-09,2.3670701746431243e-10,3.736552752771049e-11,6.771104664502877e-13
5094,-31.708038,118.0196,HWB3,1.0,1.0,1.0,9.646281705393983e-08,1.170910856200814e-08,2.3032400763524713e-09,6.094035529671523e-11
5095,-31.731586,118.044502,HWB3,1.0,1.0,1.0,2.578354160139359e-12,4.135772695912433e-14,4.324381328665524e-15,3.806959178906058e-17
5097,-32.17359,118.18435,HWB3,1.0,1.0,1.0,3.6407546012488943e-08,4.145552270061944e-09,7.669403500560783e-10,1.826943432646972e-11
5099A,-32.049313,118.104843,HWB24,1.2,1.0,0.0,0.0004489409257358662,1.2652590324133333e-05,2.1134704144764003e-06,4.869150383142217e-08
5100A,-31.959072,118.095474,HWB24,1.0666666666666669,1.0,0.0,0.0004400084924996621,2.986859762477224e-05,5.473376822911857e-06,1.462363961667063e-07
5102,-31.89078,118.15449,HWB24,1.2,1.0,0.0,0.00039109142327621414,1.0695122776736774e-05,1.7553989502296516e-06,3.931847361456613e-08
5104,-31.904993,117.469332,HWB24,1.1,1.0,0.0,0.00012230929058541985,5.252172324828631e-06,8.017939874941462e-07,1.5983683142864786e-08
5105,-32.055197,117.537727,HWB24,1.2,1.0,0.0,8.441446606746358e-05,1.6793238109465834e-06,2.2953727809768874e-07,3.827223627257668e-09
5166,-32.011289,118.236657,HWB24,1.1,1.0,0.0,0.0002486915176011885,1.2081081761006194e-05,2.008249253630253e-06,4.590908483358801e-08
5167,-32.009483,118.23663,HWB3,1.0,1.0,1.0,2.845531117066225e-08,3.1890844150255093e-09,5.811195018373502e-10,1.3487712861538625e-11
5168,-31.938766,118.209852,HWB3,1.0,1.0,1.0,3.58771942015515e-08,4.0812933407199446e-09,7.543684200869434e-10,1.7942049994437513e-11
5169,-31.983851,118.263955,HWB24,1.2,1.0,0.0,0.00023512809344451417,5.7669562578297035e-06,8.886618781791582e-07,1.7984612627010985e-08
5234,-31.760077,118.33012,HWB24,1.1,1.0,0.0,0.0001634929237879001,7.379129526737718e-06,1.1657787088973424e-06,2.4558257866885077e-08
5236,-31.93916,117.89627,HWB3,1.0,1.0,1.0,1.6910211980223725e-07,2.1317049843455918e-08,4.348782015129077e-09,1.2244692907156222e-10
5268,-31.630062,117.705185,HWB3,1.0,0.996266104834106,1.0,3.762752360591116e-07,5.215346690094136e-08,1.1252009577162571e-08,3.4848955386829273e-10
5281,-32.094238,118.110214,HWB3,1.0,1.0,1.0,6.153317668338065e-08,7.2501891567566225e-09,1.385951934320199e-09,3.492023132058085e-11
5282,-31.92241,118.01889,HWB24,1.0666666666666669,1.0,0.0,0.0005584131553721838,3.951427033580578e-05,7.4711278864615636e-06,2.0982399560981708e-07
5298,-31.585571,116.655504,HWB3,1.0,1.0,1.0,0.0020747336004596664,0.0005897951081612268,0.00027459240340582203,3.069781909081078e-05
5351,-32.125717,118.326986,HWB24,1.1,1.0,0.0,0.00015437157780464632,6.898678511953873e-06,1.0824471731625222e-06,2.2553287680833816e-08
6007,-32.02161,118.178636,HWB24,1.05,1.0,0.0,6.015595750997683e-06,2.44495217442799e-07,2.8093863954245215e-08,3.53115667941498e-10
6008,-31.717766,118.293908,HWB24,1.2,1.0,0.0,3.1745962084250634e-06,3.455540309450249e-08,3.3752699415187758e-09,3.249281938804177e-11
6011,-31.73237,118.16822,HWB24,1.2,1.0,0.0,3.87258617902494e-05,6.619892843412043e-07,8.304904457266933e-08,1.204696194481097e-09
6013,-31.874031,118.176048,HWB24,1.2,0.9306048591020996,0.0,0.0003342201163227806,1.5264418534082583e-05,2.600778410703702e-06,6.185210133759848e-08
6023,-31.934456,117.984643,HWB3,1.0,1.0,1.0,1.1852571049662796e-07,1.4586887511112322e-08,2.9076500815981745e-09,7.869631425208589e-11
6026,-31.921745,117.773773,HWB3,1.0,1.0,1.0,3.082377310562134e-07,4.0493026680143084e-08,8.597388358899702e-09,2.5911364938116527e-10
6028A,-31.868308,117.773853,HWB24,1.2,1.0,0.0,4.92928668180399e-07,3.942774412162644e-09,3.2581645932610233e-10,2.3784932900740534e-12
6033,-31.95909,117.92462,HWB24,1.1,1.0,0.0,0.0007536332214253981,4.4919621981724705e-05,8.617500721127761e-06,2.476866158592259e-07
6034A,-31.959255,117.924646,HWB24,1.1,1.0,0.0,0.0007536332214253981,4.4919621981724705e-05,8.617500721127761e-06,2.476866158592259e-07
6035,-31.892418,117.917336,HWB24,1.1,1.0,0.0,1.842414060718083e-05,5.825357895820589e-07,7.224640826061484e-08,1.028567106886125e-09
6038,-31.946147,118.293818,HWB24,1.1,1.0,0.0,0.00020072260768208214,9.389013293868476e-06,1.520376919772689e-06,3.3324562738984936e-08
6042,-32.09104,117.95407,HWB3,1.0,1.0,1.0,1.261663149026953e-07,1.5592558545799997e-08,3.120719831726826e-09,8.504883606006352e-11
6044,-31.983502,117.69555,HWB24,1.2,1.0,0.0,0.001494552361761189,5.5477800062850616e-05,1.0903897110424656e-05,3.257107438378566e-07
6046,-31.863861,117.929047,HWB24,1.2,1.0,0.0,1.7983312017204443e-05,2.662531519212155e-07,3.082030239647168e-08,3.9208128396714195e-10
6223A,-31.959888,118.095474,HWB24,1.025,1.0,0.0,0.00042869064865637565,3.919453909676103e-05,7.4038835970700615e-06,2.0763199330620317e-07
7259,-32.089967,116.32003,HWB3,1.0,1.0,1.0,0.00071443642730431,0.00016867801773521395,6.866441235938652e-05,6.150172122550204e-06
7262,-31.959939,116.213546,HWB3,1.0,0.9629038656931374,1.0,3.368126937868632e-05,9.926765644825982e-07,2.6154026402350946e-07,1.135443755951378e-08
7263A,-31.96828,116.29341,HWB24,1.2,1.0,0.0,0.023943765264533595,0.0019142552469187098,0.0006062536281192123,3.830246468275506e-05
7264,-31.973882,116.168314,HWB3,1.0,1.0,1.0,0.0001556210096120466,1.4173460155081292e-05,4.594376336488563e-06,2.820916884149347e-07
7265,-31.980751,116.187646,HWB3,1.0,1.0,1.0,1.7076109476883742e-05,3.3194754926433755e-07,8.094560712540761e-08,3.084727526457232e-09
7267,-32.02555,116.23836,HWB3,1.0,0.5087426118407232,1.0,-0.00726376285480731,0.004716691802572328,0.0028778920088660706,0.0005029525641139717
7269,-32.04854,116.27434,HWB24,1.2,1.0,0.0,0.10163635164643621,0.01419180940531475,0.006543208902887993,0.0007376827334698962
7276,-31.987092,116.271232,HWB3,1.0,1.0,1.0,0.00011820749358741572,3.108397432237687e-06,8.918459080530662e-07,4.466924110415396e-08
7521,-31.66248,116.20102,HWB3,1.0,1.0,1.0,0.00039821927197123514,8.439711399497597e-05,3.209595167710912e-05,2.5688359946412757e-06
7522,-31.65815,116.18964,HWB3,1.0,1.0,1.0,1.2198417147896096e-05,2.2639922683424327e-07,5.3784142119199445e-08,1.961174886785787e-09
7523,-31.65229,116.18959,HWB3,1.0,1.0,1.0,0.0003054803490905555,6.187999950212475e-05,2.2853550215798747e-05,1.7425216529550735e-06
9186,-31.653578,116.637413,HWB3,1.0,1.0,1.0,0.012098960113329556,0.004360441787208169,0.0026294420656396327,0.0004506677233198087
9187,-31.62576,116.69927,HWB3,1.0,0.9105150040252176,1.0,0.0026079066943053473,0.0018156246507223161,0.0009693259371144356,0.00013583002733988093
9306,-31.72046,116.51928,HWB3,1.0,1.0,1.0,0.07623410195069491,0.03992460193058041,0.036926767183087864,0.013006771425975592
